_id,_fusion_group_id,_fusion_sources,phone_e164,source,country,city,latitude,phone_raw,map_url,categories,postal_code,address_line1,uber_eats_id,street,house_number,rating,id,state,name,longitude,website,name_norm,kaggle380k_id,rating_count,address_line2,_fusion_confidence,_fusion_metadata,yelp_id
kaggle380k-204003,group_1061,"['uber_eats', 'kaggle380k']",192073330030.0,kaggle_380k,US,Appleton,442867104,192073330030.0,https://www.google.com/maps/place/Sai+Ram+Indian+Cuisine/data=!4m7!3m6!1s0x8803b6cf0401aba9:0xd4e1720943eebb33!8m2!3d44.2867104!4d-88.4086987!16s%2Fg%2F1vfp8scv!19sChIJqasBBM-2A4gRM7vuQwly4dQ?authuser=0&hl=en&rclk=1,"['Asian', 'Asian restaurant', 'Family Friendly', 'Healthy', 'Indian', 'Indian restaurant', 'Vegetarian']",54911,253 W Northland Ave,uber_eats-01561,W Northland Ave,253,46.0,kaggle380k-204003,WI,Sai Ram Indian Cuisine,-884086987,https://www.sairamcuisine.com/,sai ram indian cuisine,kaggle380k-204003,930.0,,5,"{'phone_e164_rule': 'first_non_null', 'source_rule': 'first_non_null', 'country_rule': 'prefer_higher_trust', 'country_sources': ['kaggle380k-204003', 'uber_eats-01561', 'kaggle380k-150893'], 'city_rule': 'prefer_higher_trust', 'city_sources': ['kaggle380k-204003', 'uber_eats-01561', 'kaggle380k-150893'], 'latitude_rule': 'prefer_higher_trust', 'latitude_sources': ['kaggle380k-204003', 'uber_eats-01561', 'kaggle380k-150893'], 'phone_raw_rule': 'first_non_null', 'map_url_rule': 'first_non_null', 'categories_rule': 'union', 'categories_sources': ['kaggle380k-204003', 'uber_eats-01561', 'kaggle380k-150893'], 'postal_code_rule': 'prefer_higher_trust', 'postal_code_sources': ['kaggle380k-204003', 'uber_eats-01561', 'kaggle380k-150893'], 'address_line1_rule': 'first_non_null', 'uber_eats_id_rule': 'first_non_null', 'street_rule': 'prefer_higher_trust', 'street_sources': ['kaggle380k-204003', 'uber_eats-01561', 'kaggle380k-150893'], 'house_number_rule': 'prefer_higher_trust', 'house_number_sources': ['kaggle380k-204003', 'uber_eats-01561', 'kaggle380k-150893'], 'rating_rule': 'first_non_null', 'id_rule': 'first_non_null', 'state_rule': 'prefer_higher_trust', 'state_sources': ['kaggle380k-204003', 'uber_eats-01561', 'kaggle380k-150893'], 'name_rule': 'longest_string', 'name_sources': ['kaggle380k-204003', 'uber_eats-01561', 'kaggle380k-150893'], '_id_rule': 'first_non_null', 'longitude_rule': 'prefer_higher_trust', 'longitude_sources': ['kaggle380k-204003', 'uber_eats-01561', 'kaggle380k-150893'], 'website_rule': 'first_non_null', 'name_norm_rule': 'first_non_null', 'kaggle380k_id_rule': 'first_non_null', 'rating_count_rule': 'first_non_null', 'address_line2_rule': 'no_value'}",
yelp-77936,group_11206,"['yelp', 'kaggle380k']",170349176330.0,yelp,US,Woodbridge,386381272,170349176330.0,https://www.yelp.com/biz/bob-evans-woodbridge?adjust_creative=0mZy4NB2YGVRIpYXkr27bQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0mZy4NB2YGVRIpYXkr27bQ,"['Breakfast restaurant', 'Family restaurant', 'Restaurant', 'Takeout restaurant', 'breakfast']",22192,14490 Smoketown Rd,,Smoketown Rd,14490,23.0,yelp-77936,VA,Bob Evans,-772988404,https://www.bobevans.com/locations/woodbridge?utm_source=google&utm_medium=local&utm_campaign=282-Woodbridge-VA,bob evans,kaggle380k-102456,1870.0,,5,"{'phone_e164_rule': 'first_non_null', 'source_rule': 'first_non_null', 'country_rule': 'prefer_higher_trust', 'country_sources': ['yelp-77936', 'kaggle380k-102456', 'kaggle380k-319075'], 'city_rule': 'prefer_higher_trust', 'city_sources': ['yelp-77936', 'kaggle380k-102456', 'kaggle380k-319075'], 'latitude_rule': 'prefer_higher_trust', 'latitude_sources': ['yelp-77936', 'kaggle380k-102456', 'kaggle380k-319075'], 'phone_raw_rule': 'first_non_null', 'map_url_rule': 'first_non_null', 'categories_rule': 'union', 'categories_sources': ['yelp-77936', 'kaggle380k-102456', 'kaggle380k-319075'], 'postal_code_rule': 'prefer_higher_trust', 'postal_code_sources': ['yelp-77936', 'kaggle380k-102456', 'kaggle380k-319075'], 'address_line1_rule': 'first_non_null', 'yelp_id_rule': 'first_non_null', 'street_rule': 'prefer_higher_trust', 'street_sources': ['yelp-77936', 'kaggle380k-102456', 'kaggle380k-319075'], 'house_number_rule': 'prefer_higher_trust', 'house_number_sources': ['yelp-77936', 'kaggle380k-102456', 'kaggle380k-319075'], 'rating_rule': 'first_non_null', 'id_rule': 'first_non_null', 'state_rule': 'prefer_higher_trust', 'state_sources': ['yelp-77936', 'kaggle380k-102456', 'kaggle380k-319075'], 'name_rule': 'longest_string', 'name_sources': ['yelp-77936', 'kaggle380k-102456', 'kaggle380k-319075'], '_id_rule': 'first_non_null', 'longitude_rule': 'prefer_higher_trust', 'longitude_sources': ['yelp-77936', 'kaggle380k-102456', 'kaggle380k-319075'], 'website_rule': 'first_non_null', 'name_norm_rule': 'first_non_null', 'rating_count_rule': 'first_non_null', 'kaggle380k_id_rule': 'first_non_null', 'address_line2_rule': 'no_value'}",yelp-77936
kaggle380k-038072,group_15285,"['yelp', 'kaggle380k']",181377319010.0,kaggle_380k,US,Tampa,279608352,181377319010.0,https://www.google.com/maps/place/Oak+%26+Ola/data=!4m7!3m6!1s0x88c2c5002b2edb15:0xd11acd2e2aeb2437!8m2!3d27.9608352!4d-82.4643177!16s%2Fg%2F11h04p82bq!19sChIJFdsuKwDFwogRNyTrKi7NGtE?authuser=0&hl=en&rclk=1,"['Restaurant', 'nan']",33602,1910 N Ola Ave,,N Ola Ave,1910,46.0,kaggle380k-038072,FL,Oak and Ola,-824643177,http://www.oakandola.com/,oak ola,kaggle380k-038072,9870.0,,5041322314049587,"{'phone_e164_rule': 'first_non_null', 'source_rule': 'first_non_null', 'country_rule': 'prefer_higher_trust', 'country_sources': ['kaggle380k-038072', 'kaggle380k-334891', 'yelp-34289'], 'city_rule': 'prefer_higher_trust', 'city_sources': ['kaggle380k-038072', 'kaggle380k-334891', 'yelp-34289'], 'latitude_rule': 'prefer_higher_trust', 'latitude_sources': ['kaggle380k-038072', 'kaggle380k-334891', 'yelp-34289'], 'phone_raw_rule': 'first_non_null', 'map_url_rule': 'first_non_null', 'categories_rule': 'union', 'categories_sources': ['kaggle380k-038072', 'kaggle380k-334891', 'yelp-34289'], 'postal_code_rule': 'prefer_higher_trust', 'postal_code_sources': ['kaggle380k-038072', 'kaggle380k-334891', 'yelp-34289'], 'address_line1_rule': 'first_non_null', 'yelp_id_rule': 'first_non_null', 'street_rule': 'prefer_higher_trust', 'street_sources': ['kaggle380k-038072', 'kaggle380k-334891', 'yelp-34289'], 'house_number_rule': 'prefer_higher_trust', 'house_number_sources': ['kaggle380k-038072', 'kaggle380k-334891', 'yelp-34289'], 'rating_rule': 'first_non_null', 'id_rule': 'first_non_null', 'state_rule': 'prefer_higher_trust', 'state_sources': ['kaggle380k-038072', 'kaggle380k-334891', 'yelp-34289'], 'name_rule': 'longest_string', 'name_sources': ['kaggle380k-038072', 'kaggle380k-334891', 'yelp-34289'], '_id_rule': 'first_non_null', 'longitude_rule': 'prefer_higher_trust', 'longitude_sources': ['kaggle380k-038072', 'kaggle380k-334891', 'yelp-34289'], 'website_rule': 'first_non_null', 'name_norm_rule': 'first_non_null', 'kaggle380k_id_rule': 'first_non_null', 'rating_count_rule': 'first_non_null', 'address_line2_rule': 'no_value'}",yelp-34289
uber_eats-33447,group_10163,"['uber_eats', 'kaggle380k']",197251759000.0,uber_eats,US,Plano,330574076,197251759000.0,https://www.google.com/maps/place/Taste+of+the+Islands/data=!4m7!3m6!1s0x864c1835e820644b:0x65a916ecdf868f2f!8m2!3d33.0574076!4d-96.7116209!16s%2Fg%2F1tk6qql_!19sChIJS2Qg6DUYTIYRL4-G3-wWqWU?authuser=0&hl=en&rclk=1,"['Allergy Friendly', 'Banquet hall', 'Bar', 'Black-owned', 'Caribbean', 'Caribbean restaurant', 'Caterer', 'Delivery service', 'Grocery store', 'Indian', 'Jamaican restaurant', 'Soul food restaurant']",75023,909 W Spring Creek Pkwy,uber_eats-33447,Spring Creek Pkwy,909,46.0,uber_eats-33447,TX,Taste of the Islands,-967116209,http://www.tasteoftheislands.net/,taste of the islands,kaggle380k-258299,1010.0,# 300,5227272727272727,"{'phone_e164_rule': 'first_non_null', 'source_rule': 'first_non_null', 'country_rule': 'prefer_higher_trust', 'country_sources': ['uber_eats-33447', 'kaggle380k-136746', 'kaggle380k-258299'], 'city_rule': 'prefer_higher_trust', 'city_sources': ['uber_eats-33447', 'kaggle380k-136746', 'kaggle380k-258299'], 'latitude_rule': 'prefer_higher_trust', 'latitude_sources': ['uber_eats-33447', 'kaggle380k-136746', 'kaggle380k-258299'], 'phone_raw_rule': 'first_non_null', 'map_url_rule': 'first_non_null', 'categories_rule': 'union', 'categories_sources': ['uber_eats-33447', 'kaggle380k-136746', 'kaggle380k-258299'], 'postal_code_rule': 'prefer_higher_trust', 'postal_code_sources': ['uber_eats-33447', 'kaggle380k-136746', 'kaggle380k-258299'], 'address_line1_rule': 'first_non_null', 'uber_eats_id_rule': 'first_non_null', 'street_rule': 'prefer_higher_trust', 'street_sources': ['uber_eats-33447', 'kaggle380k-136746', 'kaggle380k-258299'], 'house_number_rule': 'prefer_higher_trust', 'house_number_sources': ['uber_eats-33447', 'kaggle380k-136746', 'kaggle380k-258299'], 'rating_rule': 'first_non_null', 'id_rule': 'first_non_null', 'state_rule': 'prefer_higher_trust', 'state_sources': ['uber_eats-33447', 'kaggle380k-136746', 'kaggle380k-258299'], 'name_rule': 'longest_string', 'name_sources': ['uber_eats-33447', 'kaggle380k-136746', 'kaggle380k-258299'], '_id_rule': 'first_non_null', 'longitude_rule': 'prefer_higher_trust', 'longitude_sources': ['uber_eats-33447', 'kaggle380k-136746', 'kaggle380k-258299'], 'website_rule': 'first_non_null', 'name_norm_rule': 'first_non_null', 'rating_count_rule': 'first_non_null', 'kaggle380k_id_rule': 'first_non_null', 'address_line2_rule': 'first_non_null'}",
kaggle380k-304516,group_5169,"['yelp', 'kaggle380k']",175766491170.0,kaggle_380k,US,Norfolk,36869746,175766491170.0,https://www.google.com/maps/place/A+W+Shucks+Raw+Bar+%26+Grill/data=!4m7!3m6!1s0x89ba9838fe8a4c23:0xbc0d5e39c0bfc556!8m2!3d36.869746!4d-76.290479!16s%2Fg%2F1tgff83j!19sChIJI0yK_jiYuokRVsW_wDleDbw?authuser=0&hl=en&rclk=1,"['Bar & grill', 'Oyster bar restaurant', 'Seafood restaurant', 'seafood']",23517,2200 Colonial Ave,,Colonial Ave,2200,45.0,kaggle380k-304516,VA,A W Shucks Raw Bar & Grill,-76290479,http://www.awshucksrawbar.com/,a w shucks raw bar grill,kaggle380k-304516,6760.0,,4090909090909091,"{'phone_e164_rule': 'first_non_null', 'source_rule': 'first_non_null', 'country_rule': 'prefer_higher_trust', 'country_sources': ['kaggle380k-304516', 'kaggle380k-088160', 'kaggle380k-258498', 'yelp-73564', 'kaggle380k-143606'], 'city_rule': 'prefer_higher_trust', 'city_sources': ['kaggle380k-304516', 'kaggle380k-088160', 'kaggle380k-258498', 'yelp-73564', 'kaggle380k-143606'], 'latitude_rule': 'prefer_higher_trust', 'latitude_sources': ['kaggle380k-304516', 'kaggle380k-088160', 'kaggle380k-258498', 'yelp-73564', 'kaggle380k-143606'], 'phone_raw_rule': 'first_non_null', 'map_url_rule': 'first_non_null', 'categories_rule': 'union', 'categories_sources': ['kaggle380k-304516', 'kaggle380k-088160', 'kaggle380k-258498', 'yelp-73564', 'kaggle380k-143606'], 'postal_code_rule': 'prefer_higher_trust', 'postal_code_sources': ['kaggle380k-304516', 'kaggle380k-088160', 'kaggle380k-258498', 'yelp-73564', 'kaggle380k-143606'], 'address_line1_rule': 'first_non_null', 'yelp_id_rule': 'first_non_null', 'street_rule': 'prefer_higher_trust', 'street_sources': ['kaggle380k-304516', 'kaggle380k-088160', 'kaggle380k-258498', 'yelp-73564', 'kaggle380k-143606'], 'house_number_rule': 'prefer_higher_trust', 'house_number_sources': ['kaggle380k-304516', 'kaggle380k-088160', 'kaggle380k-258498', 'yelp-73564', 'kaggle380k-143606'], 'rating_rule': 'first_non_null', 'id_rule': 'first_non_null', 'state_rule': 'prefer_higher_trust', 'state_sources': ['kaggle380k-304516', 'kaggle380k-088160', 'kaggle380k-258498', 'yelp-73564', 'kaggle380k-143606'], 'name_rule': 'longest_string', 'name_sources': ['kaggle380k-304516', 'kaggle380k-088160', 'kaggle380k-258498', 'yelp-73564', 'kaggle380k-143606'], '_id_rule': 'first_non_null', 'longitude_rule': 'prefer_higher_trust', 'longitude_sources': ['kaggle380k-304516', 'kaggle380k-088160', 'kaggle380k-258498', 'yelp-73564', 'kaggle380k-143606'], 'website_rule': 'first_non_null', 'name_norm_rule': 'first_non_null', 'kaggle380k_id_rule': 'first_non_null', 'rating_count_rule': 'first_non_null', 'address_line2_rule': 'no_value'}",yelp-73564
kaggle380k-232738,group_6051,"['uber_eats', 'kaggle380k']",130473719980.0,kaggle_380k,US,Wellsburg,402893881,130473719980.0,https://www.google.com/maps/place/Hard+Times/data=!4m7!3m6!1s0x883432f4b321a4f9:0xc835fccd99f39f0f!8m2!3d40.2893881!4d-80.610411!16s%2Fg%2F1vcq87f9!19sChIJ-aQhs_QyNIgRD5_zmc38Ncg?authuser=0&hl=en&rclk=1,"['American', 'Breakfast and Brunch', 'Sandwiches', 'Takeout restaurant']",26070,69 27th St,uber_eats-06366,27th St,69,44.0,kaggle380k-232738,WV,Hard Times,-80610411,,hard times,kaggle380k-232738,,,4545454545454545,"{'phone_e164_rule': 'first_non_null', 'source_rule': 'first_non_null', 'country_rule': 'prefer_higher_trust', 'country_sources': ['kaggle380k-232738', 'kaggle380k-150605', 'uber_eats-06366'], 'city_rule': 'prefer_higher_trust', 'city_sources': ['kaggle380k-232738', 'kaggle380k-150605', 'uber_eats-06366'], 'latitude_rule': 'prefer_higher_trust', 'latitude_sources': ['kaggle380k-232738', 'kaggle380k-150605', 'uber_eats-06366'], 'phone_raw_rule': 'first_non_null', 'map_url_rule': 'first_non_null', 'categories_rule': 'union', 'categories_sources': ['kaggle380k-232738', 'kaggle380k-150605', 'uber_eats-06366'], 'postal_code_rule': 'prefer_higher_trust', 'postal_code_sources': ['kaggle380k-232738', 'kaggle380k-150605', 'uber_eats-06366'], 'address_line1_rule': 'first_non_null', 'uber_eats_id_rule': 'first_non_null', 'street_rule': 'prefer_higher_trust', 'street_sources': ['kaggle380k-232738', 'kaggle380k-150605', 'uber_eats-06366'], 'house_number_rule': 'prefer_higher_trust', 'house_number_sources': ['kaggle380k-232738', 'kaggle380k-150605', 'uber_eats-06366'], 'rating_rule': 'first_non_null', 'id_rule': 'first_non_null', 'state_rule': 'prefer_higher_trust', 'state_sources': ['kaggle380k-232738', 'kaggle380k-150605', 'uber_eats-06366'], 'name_rule': 'longest_string', 'name_sources': ['kaggle380k-232738', 'kaggle380k-150605', 'uber_eats-06366'], '_id_rule': 'first_non_null', 'longitude_rule': 'prefer_higher_trust', 'longitude_sources': ['kaggle380k-232738', 'kaggle380k-150605', 'uber_eats-06366'], 'website_rule': 'no_value', 'name_norm_rule': 'first_non_null', 'kaggle380k_id_rule': 'first_non_null', 'rating_count_rule': 'no_value', 'address_line2_rule': 'no_value'}",
yelp-84876,group_11823,"['yelp', 'uber_eats', 'kaggle380k']",125421398880.0,yelp,US,Killeen,311176721,125421398880.0,https://www.yelp.com/biz/galaxy-b-and-g-killeen?adjust_creative=0mZy4NB2YGVRIpYXkr27bQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0mZy4NB2YGVRIpYXkr27bQ,"['American', 'Breakfast restaurant', 'Burgers', 'Hamburger restaurant', 'Restaurant', 'Sandwiches', 'breakfast', 'burgers']",76541,104 W Veterans Memorial Blvd,uber_eats-62359,W Veterans Memorial Blvd,104,42.0,yelp-84876,TX,Galaxy B&amp;G,-977313602,http://galaxyburgerkilleentx.com/,galaxy b g,kaggle380k-362096,1570.0,,5062111801242236,"{'phone_e164_rule': 'first_non_null', 'source_rule': 'first_non_null', 'country_rule': 'prefer_higher_trust', 'country_sources': ['yelp-84876', 'kaggle380k-362096', 'uber_eats-62359', 'kaggle380k-133031'], 'city_rule': 'prefer_higher_trust', 'city_sources': ['yelp-84876', 'kaggle380k-362096', 'uber_eats-62359', 'kaggle380k-133031'], 'latitude_rule': 'prefer_higher_trust', 'latitude_sources': ['yelp-84876', 'kaggle380k-362096', 'uber_eats-62359', 'kaggle380k-133031'], 'phone_raw_rule': 'first_non_null', 'map_url_rule': 'first_non_null', 'categories_rule': 'union', 'categories_sources': ['yelp-84876', 'kaggle380k-362096', 'uber_eats-62359', 'kaggle380k-133031'], 'postal_code_rule': 'prefer_higher_trust', 'postal_code_sources': ['yelp-84876', 'kaggle380k-362096', 'uber_eats-62359', 'kaggle380k-133031'], 'address_line1_rule': 'first_non_null', 'uber_eats_id_rule': 'first_non_null', 'yelp_id_rule': 'first_non_null', 'street_rule': 'prefer_higher_trust', 'street_sources': ['yelp-84876', 'kaggle380k-362096', 'uber_eats-62359', 'kaggle380k-133031'], 'house_number_rule': 'prefer_higher_trust', 'house_number_sources': ['yelp-84876', 'kaggle380k-362096', 'uber_eats-62359', 'kaggle380k-133031'], 'rating_rule': 'first_non_null', 'id_rule': 'first_non_null', 'state_rule': 'prefer_higher_trust', 'state_sources': ['yelp-84876', 'kaggle380k-362096', 'uber_eats-62359', 'kaggle380k-133031'], 'name_rule': 'longest_string', 'name_sources': ['yelp-84876', 'kaggle380k-362096', 'uber_eats-62359', 'kaggle380k-133031'], '_id_rule': 'first_non_null', 'longitude_rule': 'prefer_higher_trust', 'longitude_sources': ['yelp-84876', 'kaggle380k-362096', 'uber_eats-62359', 'kaggle380k-133031'], 'website_rule': 'first_non_null', 'name_norm_rule': 'first_non_null', 'rating_count_rule': 'first_non_null', 'kaggle380k_id_rule': 'first_non_null', 'address_line2_rule': 'no_value'}",yelp-84876
yelp-62324,group_14846,"['yelp', 'kaggle380k']",148083063050.0,yelp,US,Mesa,334505132,148083063050.0,https://www.yelp.com/biz/cozy-corner-cafe-mesa?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,"['Breakfast restaurant', 'Cafe', 'breakfast', 'cafe']",85215,5901 E McKellips Rd,,E McKellips Rd,5901,43.0,yelp-62324,AZ,Cozy Corner Cafe,-1117040015,,cozy corner cafe,kaggle380k-004785,4720.0,# 102,5,"{'phone_e164_rule': 'first_non_null', 'source_rule': 'first_non_null', 'country_rule': 'prefer_higher_trust', 'country_sources': ['yelp-62324', 'kaggle380k-004785', 'kaggle380k-306223'], 'city_rule': 'prefer_higher_trust', 'city_sources': ['yelp-62324', 'kaggle380k-004785', 'kaggle380k-306223'], 'latitude_rule': 'prefer_higher_trust', 'latitude_sources': ['yelp-62324', 'kaggle380k-004785', 'kaggle380k-306223'], 'phone_raw_rule': 'first_non_null', 'map_url_rule': 'first_non_null', 'categories_rule': 'union', 'categories_sources': ['yelp-62324', 'kaggle380k-004785', 'kaggle380k-306223'], 'postal_code_rule': 'prefer_higher_trust', 'postal_code_sources': ['yelp-62324', 'kaggle380k-004785', 'kaggle380k-306223'], 'address_line1_rule': 'first_non_null', 'yelp_id_rule': 'first_non_null', 'street_rule': 'prefer_higher_trust', 'street_sources': ['yelp-62324', 'kaggle380k-004785', 'kaggle380k-306223'], 'house_number_rule': 'prefer_higher_trust', 'house_number_sources': ['yelp-62324', 'kaggle380k-004785', 'kaggle380k-306223'], 'rating_rule': 'first_non_null', 'id_rule': 'first_non_null', 'state_rule': 'prefer_higher_trust', 'state_sources': ['yelp-62324', 'kaggle380k-004785', 'kaggle380k-306223'], 'name_rule': 'longest_string', 'name_sources': ['yelp-62324', 'kaggle380k-004785', 'kaggle380k-306223'], '_id_rule': 'first_non_null', 'longitude_rule': 'prefer_higher_trust', 'longitude_sources': ['yelp-62324', 'kaggle380k-004785', 'kaggle380k-306223'], 'website_rule': 'no_value', 'name_norm_rule': 'first_non_null', 'rating_count_rule': 'first_non_null', 'kaggle380k_id_rule': 'first_non_null', 'address_line2_rule': 'first_non_null'}",yelp-62324
kaggle380k-165604,group_1006,"['yelp', 'kaggle380k']",190393902110.0,kaggle_380k,US,Tyler,322866804,190393902110.0,https://www.yelp.com/biz/wasabi-sushi-bar-and-asian-bistro-tyler?adjust_creative=0mZy4NB2YGVRIpYXkr27bQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0mZy4NB2YGVRIpYXkr27bQ,"['Bar', 'Chinese restaurant', 'Japanese restaurant', 'Restaurant', 'Sushi restaurant', 'japanese', 'nan']",75703,5617 S Donnybrook Ave,,S Donnybrook Ave,5617,36.0,kaggle380k-165604,TX,Wasabi Sushi Bar & Asian Bistro,-953000123,http://www.wasabitylertx.com/,wasabi sushi bar asian bistro,kaggle380k-165604,1830.0,,4318181818181818,"{'phone_e164_rule': 'first_non_null', 'source_rule': 'first_non_null', 'country_rule': 'prefer_higher_trust', 'country_sources': ['kaggle380k-165604', 'yelp-88166', 'kaggle380k-147331', 'kaggle380k-228848', 'kaggle380k-296645'], 'city_rule': 'prefer_higher_trust', 'city_sources': ['kaggle380k-165604', 'yelp-88166', 'kaggle380k-147331', 'kaggle380k-228848', 'kaggle380k-296645'], 'latitude_rule': 'prefer_higher_trust', 'latitude_sources': ['kaggle380k-165604', 'yelp-88166', 'kaggle380k-147331', 'kaggle380k-228848', 'kaggle380k-296645'], 'phone_raw_rule': 'first_non_null', 'map_url_rule': 'first_non_null', 'categories_rule': 'union', 'categories_sources': ['kaggle380k-165604', 'yelp-88166', 'kaggle380k-147331', 'kaggle380k-228848', 'kaggle380k-296645'], 'postal_code_rule': 'prefer_higher_trust', 'postal_code_sources': ['kaggle380k-228848', 'yelp-88166', 'kaggle380k-147331'], 'address_line1_rule': 'first_non_null', 'yelp_id_rule': 'first_non_null', 'street_rule': 'prefer_higher_trust', 'street_sources': ['kaggle380k-165604', 'yelp-88166', 'kaggle380k-147331', 'kaggle380k-228848', 'kaggle380k-296645'], 'house_number_rule': 'prefer_higher_trust', 'house_number_sources': ['kaggle380k-165604', 'yelp-88166', 'kaggle380k-147331', 'kaggle380k-228848', 'kaggle380k-296645'], 'rating_rule': 'first_non_null', 'id_rule': 'first_non_null', 'state_rule': 'prefer_higher_trust', 'state_sources': ['kaggle380k-228848', 'yelp-88166', 'kaggle380k-147331'], 'name_rule': 'longest_string', 'name_sources': ['kaggle380k-165604', 'yelp-88166', 'kaggle380k-147331', 'kaggle380k-228848', 'kaggle380k-296645'], '_id_rule': 'first_non_null', 'longitude_rule': 'prefer_higher_trust', 'longitude_sources': ['kaggle380k-165604', 'yelp-88166', 'kaggle380k-147331', 'kaggle380k-228848', 'kaggle380k-296645'], 'website_rule': 'first_non_null', 'name_norm_rule': 'first_non_null', 'kaggle380k_id_rule': 'first_non_null', 'rating_count_rule': 'first_non_null', 'address_line2_rule': 'no_value'}",yelp-88166
kaggle380k-010523,group_1254,"['yelp', 'kaggle380k']",161921643880.0,kaggle_380k,US,Chula Vista,326464009,161921643880.0,https://www.google.com/maps/place/Flame+Broiler/data=!4m7!3m6!1s0x80d9456dbefdd761:0x4145e05c109d6245!8m2!3d32.6464009!4d-116.965901!16s%2Fg%2F11bwyw41p3!19sChIJYdf9vm1F2YARRWKdEFzgRUE?authuser=0&hl=en&rclk=1,"['Asian restaurant', 'Fast food restaurant', 'Health food restaurant', 'Korean restaurant', 'Restaurant', 'Takeout restaurant', 'nan']",91915,2260 Otay Lakes Rd,,Otay Lakes Rd,2260,44.0,kaggle380k-010523,CA,Flame Broiler,-116965901,https://flamebroilerusa.com/locations/chula-vista/,flame broiler,kaggle380k-010523,1940.0,# 108,4318181818181818,"{'phone_e164_rule': 'first_non_null', 'source_rule': 'first_non_null', 'country_rule': 'prefer_higher_trust', 'country_sources': ['kaggle380k-010523', 'yelp-23588', 'kaggle380k-337658', 'kaggle380k-185631', 'kaggle380k-308574'], 'city_rule': 'prefer_higher_trust', 'city_sources': ['kaggle380k-010523', 'yelp-23588', 'kaggle380k-337658', 'kaggle380k-185631', 'kaggle380k-308574'], 'latitude_rule': 'prefer_higher_trust', 'latitude_sources': ['kaggle380k-010523', 'yelp-23588', 'kaggle380k-337658', 'kaggle380k-185631', 'kaggle380k-308574'], 'phone_raw_rule': 'first_non_null', 'map_url_rule': 'first_non_null', 'categories_rule': 'union', 'categories_sources': ['kaggle380k-010523', 'yelp-23588', 'kaggle380k-337658', 'kaggle380k-185631', 'kaggle380k-308574'], 'postal_code_rule': 'prefer_higher_trust', 'postal_code_sources': ['kaggle380k-010523', 'yelp-23588', 'kaggle380k-337658', 'kaggle380k-185631', 'kaggle380k-308574'], 'address_line1_rule': 'first_non_null', 'yelp_id_rule': 'first_non_null', 'street_rule': 'prefer_higher_trust', 'street_sources': ['kaggle380k-010523', 'yelp-23588', 'kaggle380k-337658', 'kaggle380k-185631', 'kaggle380k-308574'], 'house_number_rule': 'prefer_higher_trust', 'house_number_sources': ['kaggle380k-010523', 'yelp-23588', 'kaggle380k-337658', 'kaggle380k-185631', 'kaggle380k-308574'], 'rating_rule': 'first_non_null', 'id_rule': 'first_non_null', 'state_rule': 'prefer_higher_trust', 'state_sources': ['kaggle380k-010523', 'yelp-23588', 'kaggle380k-337658', 'kaggle380k-185631', 'kaggle380k-308574'], 'name_rule': 'longest_string', 'name_sources': ['kaggle380k-010523', 'yelp-23588', 'kaggle380k-337658', 'kaggle380k-185631', 'kaggle380k-308574'], '_id_rule': 'first_non_null', 'longitude_rule': 'prefer_higher_trust', 'longitude_sources': ['kaggle380k-010523', 'yelp-23588', 'kaggle380k-337658', 'kaggle380k-185631', 'kaggle380k-308574'], 'website_rule': 'first_non_null', 'name_norm_rule': 'first_non_null', 'kaggle380k_id_rule': 'first_non_null', 'rating_count_rule': 'first_non_null', 'address_line2_rule': 'first_non_null'}",yelp-23588
