id1,id2
metabooks_3178,goodreads_41367
metabooks_3178,goodreads_29478
metabooks_3180,goodreads_33089
metabooks_3180,goodreads_9503
metabooks_3181,goodreads_17868
metabooks_3181,goodreads_14842
metabooks_3186,goodreads_11510
metabooks_3186,goodreads_2671
metabooks_3207,goodreads_4628
metabooks_3207,goodreads_22761
metabooks_3227,goodreads_38998
metabooks_3227,goodreads_28067
metabooks_3235,goodreads_15247
metabooks_3235,goodreads_44189
metabooks_3241,goodreads_29317
metabooks_3241,goodreads_33302
metabooks_3245,goodreads_24575
metabooks_3245,goodreads_40650
metabooks_3278,goodreads_15517
metabooks_3278,goodreads_28702
metabooks_3335,goodreads_16078
metabooks_3335,goodreads_49693
metabooks_3337,goodreads_45037
metabooks_3337,goodreads_5633
metabooks_3357,goodreads_24
metabooks_3357,goodreads_27123
metabooks_3358,goodreads_26120
metabooks_3358,goodreads_15369
metabooks_3361,goodreads_28571
metabooks_3361,goodreads_43710
metabooks_3368,goodreads_11347
metabooks_3368,goodreads_9250
metabooks_3371,goodreads_28988
metabooks_3371,goodreads_45786
metabooks_3384,goodreads_41068
metabooks_3384,goodreads_14907
metabooks_3464,goodreads_348
metabooks_3464,goodreads_53
metabooks_3466,goodreads_28213
metabooks_3466,goodreads_26540
metabooks_3467,goodreads_24156
metabooks_3467,goodreads_45078
metabooks_3472,goodreads_9391
metabooks_3472,goodreads_30758
metabooks_3536,goodreads_23021
metabooks_3536,goodreads_2047
metabooks_3576,goodreads_19177
metabooks_3576,goodreads_40840
metabooks_3595,goodreads_48343
metabooks_3595,goodreads_32129
metabooks_3601,goodreads_32549
metabooks_3601,goodreads_3003
metabooks_3697,goodreads_37139
metabooks_3697,goodreads_375
metabooks_3712,goodreads_23826
metabooks_3712,goodreads_10074
metabooks_3738,goodreads_19139
metabooks_3738,goodreads_46467
metabooks_3755,goodreads_50181
metabooks_3755,goodreads_32939
metabooks_3756,goodreads_42097
metabooks_3756,goodreads_14426
metabooks_3759,goodreads_11461
metabooks_3759,goodreads_51552
metabooks_3789,goodreads_11035
metabooks_3789,goodreads_16763
metabooks_3800,goodreads_27035
metabooks_3800,goodreads_27702
metabooks_3806,goodreads_49153
metabooks_3806,goodreads_46215
metabooks_3826,goodreads_16830
metabooks_3826,goodreads_7704
metabooks_3850,goodreads_808
metabooks_3850,goodreads_42120
metabooks_3853,goodreads_50061
metabooks_3853,goodreads_7837
metabooks_3862,goodreads_44052
metabooks_3862,goodreads_5905
metabooks_3863,goodreads_34104
metabooks_3863,goodreads_16203
metabooks_3870,goodreads_7118
metabooks_3870,goodreads_1479
metabooks_3871,goodreads_26580
metabooks_3871,goodreads_22462
metabooks_3879,goodreads_15042
metabooks_3879,goodreads_14980
metabooks_3910,goodreads_50602
metabooks_3910,goodreads_50925
metabooks_3915,goodreads_23408
metabooks_3915,goodreads_44420
metabooks_3917,goodreads_4424
metabooks_3917,goodreads_19622
metabooks_3919,goodreads_23408
metabooks_3919,goodreads_29827
metabooks_3923,goodreads_39540
metabooks_3923,goodreads_326
metabooks_3933,goodreads_24343
metabooks_3933,goodreads_14117
metabooks_3941,goodreads_19271
metabooks_3941,goodreads_9792
metabooks_3947,goodreads_28074
metabooks_3947,goodreads_42405
metabooks_3978,goodreads_4735
metabooks_3978,goodreads_4138
metabooks_3992,goodreads_43657
metabooks_3992,goodreads_41947
metabooks_4050,goodreads_43116
metabooks_4050,goodreads_2206
metabooks_4082,goodreads_45848
metabooks_4082,goodreads_35394
metabooks_4097,goodreads_28625
metabooks_4097,goodreads_6486
metabooks_4106,goodreads_23741
metabooks_4106,goodreads_17889
metabooks_4124,goodreads_12523
metabooks_4124,goodreads_45221
metabooks_4126,goodreads_6746
metabooks_4126,goodreads_408
metabooks_4150,goodreads_2217
metabooks_4150,goodreads_13893
metabooks_4167,goodreads_2671
metabooks_4167,goodreads_1867
metabooks_4172,goodreads_1443
metabooks_4172,goodreads_25718
metabooks_4176,goodreads_23620
metabooks_4176,goodreads_1979
metabooks_4197,goodreads_27448
metabooks_4197,goodreads_31815
metabooks_4207,goodreads_36327
metabooks_4207,goodreads_9012
metabooks_4209,goodreads_9711
metabooks_4209,goodreads_10413
metabooks_4219,goodreads_46361
metabooks_4219,goodreads_11847
metabooks_4224,goodreads_5671
metabooks_4224,goodreads_41475
metabooks_4244,goodreads_41406
metabooks_4244,goodreads_38282
metabooks_4280,goodreads_24958
metabooks_4280,goodreads_7272
metabooks_4325,goodreads_24095
metabooks_4325,goodreads_46245
metabooks_4358,goodreads_29215
metabooks_4358,goodreads_48649
metabooks_4371,goodreads_24575
metabooks_4371,goodreads_42044
metabooks_4406,goodreads_34231
metabooks_4406,goodreads_17236
metabooks_4408,goodreads_593
metabooks_4408,goodreads_14161
metabooks_4425,goodreads_46673
metabooks_4425,goodreads_25300
metabooks_4444,goodreads_15190
metabooks_4444,goodreads_3571
metabooks_4467,goodreads_43249
metabooks_4467,goodreads_24171
metabooks_4545,goodreads_49684
metabooks_4545,goodreads_8603
metabooks_4553,goodreads_41216
metabooks_4553,goodreads_48435
metabooks_4584,goodreads_7941
metabooks_4584,goodreads_16640
metabooks_4681,goodreads_30637
metabooks_4681,goodreads_13156
metabooks_4686,goodreads_12990
metabooks_4686,goodreads_10412
metabooks_4699,goodreads_39022
metabooks_4699,goodreads_8404
metabooks_4727,goodreads_38428
metabooks_4727,goodreads_38055
metabooks_4730,goodreads_718
metabooks_4730,goodreads_39792
metabooks_4731,goodreads_9600
metabooks_4731,goodreads_26580
metabooks_4732,goodreads_37920
metabooks_4732,goodreads_42120
metabooks_4740,goodreads_45238
metabooks_4740,goodreads_44826
metabooks_4748,goodreads_50898
metabooks_4748,goodreads_4127
metabooks_4756,goodreads_1788
metabooks_4756,goodreads_12833
metabooks_4792,goodreads_52070
metabooks_4792,goodreads_37867
metabooks_4796,goodreads_37865
metabooks_4796,goodreads_10345
metabooks_4804,goodreads_35671
metabooks_4804,goodreads_51064
metabooks_4829,goodreads_27461
metabooks_4829,goodreads_45163
metabooks_4833,goodreads_21111
metabooks_4833,goodreads_14741
metabooks_4840,goodreads_932
metabooks_4840,goodreads_10121
metabooks_4842,goodreads_3157
metabooks_4842,goodreads_42130
metabooks_4846,goodreads_16800
metabooks_4846,goodreads_22843
metabooks_4861,goodreads_45117
metabooks_4861,goodreads_45618
metabooks_4902,goodreads_14664
metabooks_4902,goodreads_8174
metabooks_4907,goodreads_26335
metabooks_4907,goodreads_16580
metabooks_4909,goodreads_5162
metabooks_4909,goodreads_51900
metabooks_4924,goodreads_44123
metabooks_4924,goodreads_29584
metabooks_4934,goodreads_49226
metabooks_4934,goodreads_33612
metabooks_4958,goodreads_381
metabooks_4958,goodreads_51401
metabooks_4963,goodreads_16741
metabooks_4963,goodreads_1801
metabooks_4964,goodreads_20964
metabooks_4964,goodreads_1639
metabooks_4972,goodreads_2002
metabooks_4972,goodreads_26430
metabooks_4979,goodreads_26331
metabooks_4979,goodreads_42933
metabooks_4993,goodreads_7035
metabooks_4993,goodreads_1508
metabooks_5020,goodreads_12706
metabooks_5020,goodreads_38085
metabooks_5021,goodreads_6091
metabooks_5021,goodreads_16958
metabooks_5025,goodreads_15489
metabooks_5025,goodreads_18699
metabooks_5028,goodreads_29310
metabooks_5028,goodreads_16701
metabooks_5033,goodreads_15023
metabooks_5033,goodreads_7209
metabooks_5045,goodreads_29225
metabooks_5045,goodreads_33656
metabooks_5049,goodreads_1663
metabooks_5049,goodreads_26110
metabooks_5059,goodreads_3942
metabooks_5059,goodreads_48149
metabooks_5079,goodreads_32859
metabooks_5079,goodreads_31360
metabooks_5093,goodreads_35260
metabooks_5093,goodreads_21887
metabooks_5094,goodreads_7534
metabooks_5094,goodreads_42769
metabooks_5111,goodreads_183
metabooks_5111,goodreads_84
metabooks_5116,goodreads_29631
metabooks_5116,goodreads_494
metabooks_5165,goodreads_21752
metabooks_5165,goodreads_34247
metabooks_5170,goodreads_7102
metabooks_5170,goodreads_16729
metabooks_5191,goodreads_26875
metabooks_5191,goodreads_41070
metabooks_5209,goodreads_50476
metabooks_5209,goodreads_27524
metabooks_5210,goodreads_26217
metabooks_5210,goodreads_25204
metabooks_5238,goodreads_12597
metabooks_5238,goodreads_28965
metabooks_5281,goodreads_25881
metabooks_5281,goodreads_51799
metabooks_5285,goodreads_45396
metabooks_5285,goodreads_24966
metabooks_5299,goodreads_50763
metabooks_5299,goodreads_43359
metabooks_5310,goodreads_6428
metabooks_5310,goodreads_20478
metabooks_5339,goodreads_9807
metabooks_5339,goodreads_37641
metabooks_5340,goodreads_15701
metabooks_5340,goodreads_21564
metabooks_5365,goodreads_50761
metabooks_5365,goodreads_6910
metabooks_5369,goodreads_39446
metabooks_5369,goodreads_17150
metabooks_5377,goodreads_2517
metabooks_5377,goodreads_33805
metabooks_5402,goodreads_15655
metabooks_5402,goodreads_27220
metabooks_5431,goodreads_40831
metabooks_5431,goodreads_51894
metabooks_5492,goodreads_42653
metabooks_5492,goodreads_34661
metabooks_5525,goodreads_19704
metabooks_5525,goodreads_19882
metabooks_5530,goodreads_44691
metabooks_5530,goodreads_21614
metabooks_5537,goodreads_15776
metabooks_5537,goodreads_18278
metabooks_5541,goodreads_33144
metabooks_5541,goodreads_30321
metabooks_5552,goodreads_4102
metabooks_5552,goodreads_40526
metabooks_5555,goodreads_33618
metabooks_5555,goodreads_3357
metabooks_5557,goodreads_4783
metabooks_5557,goodreads_7041
metabooks_5603,goodreads_27521
metabooks_5603,goodreads_6033
metabooks_5614,goodreads_48158
metabooks_5614,goodreads_25755
metabooks_5624,goodreads_6476
metabooks_5624,goodreads_42501
metabooks_5636,goodreads_3077
metabooks_5636,goodreads_6859
metabooks_5640,goodreads_967
metabooks_5640,goodreads_30046
metabooks_5646,goodreads_28907
metabooks_5646,goodreads_34425
metabooks_5671,goodreads_26874
metabooks_5671,goodreads_37529
metabooks_5677,goodreads_37972
metabooks_5677,goodreads_15058
metabooks_5687,goodreads_37708
metabooks_5687,goodreads_50055
metabooks_5696,goodreads_45298
metabooks_5696,goodreads_17708
metabooks_5704,goodreads_36012
metabooks_5704,goodreads_11596
metabooks_5709,goodreads_12372
metabooks_5709,goodreads_11089
metabooks_5729,goodreads_52335
metabooks_5729,goodreads_52430
metabooks_5746,goodreads_44809
metabooks_5746,goodreads_1656
metabooks_5751,goodreads_2442
metabooks_5751,goodreads_12086
metabooks_5762,goodreads_15705
metabooks_5762,goodreads_27605
metabooks_5775,goodreads_21073
metabooks_5775,goodreads_38469
metabooks_5784,goodreads_46862
metabooks_5784,goodreads_42557
metabooks_5789,goodreads_4979
metabooks_5789,goodreads_7911
metabooks_5814,goodreads_47850
metabooks_5814,goodreads_46365
metabooks_5822,goodreads_5596
metabooks_5822,goodreads_8018
metabooks_5857,goodreads_1195
metabooks_5857,goodreads_38408
metabooks_5918,goodreads_36335
metabooks_5918,goodreads_13322
metabooks_5937,goodreads_46556
metabooks_5937,goodreads_9496
metabooks_5989,goodreads_37953
metabooks_5989,goodreads_12953
metabooks_6004,goodreads_24269
metabooks_6004,goodreads_50328
metabooks_6005,goodreads_4258
metabooks_6005,goodreads_15732
metabooks_6016,goodreads_17329
metabooks_6016,goodreads_20255
metabooks_6028,goodreads_17121
metabooks_6028,goodreads_16704
metabooks_6035,goodreads_41372
metabooks_6035,goodreads_2460
metabooks_6049,goodreads_6421
metabooks_6049,goodreads_33252
metabooks_6140,goodreads_31064
metabooks_6140,goodreads_49710
metabooks_6177,goodreads_22902
metabooks_6177,goodreads_28238
metabooks_6215,goodreads_39512
metabooks_6215,goodreads_31016
