_id,_fusion_sources,_fusion_source_datasets,page_count,language,genres,num_rating,price,book-author,rating,id,isbn_clean,publisher,title,year-of-publication,_fusion_confidence,_fusion_metadata,numratings,bookformat,edition
amazon_2412,"['amazon_2412', 'metabooks_4655', 'amazon_6093']","['amazon_small', 'metabooks_small', 'amazon_small']",,English,"[""['Literature', 'Fiction', 'Genre Fiction']""]",3794.0,7.400000095367432,greg iles,4.5,amazon_2412,0399147357,G. P. Putnam's Sons,dead sleep,2001,0.5,"{'page_count_rule': 'no_value', 'page_count_inputs': [], 'language_rule': 'first_non_null', 'language_inputs': [{'record_id': 'metabooks_4655', 'dataset': 'metabooks_small', 'value': 'English'}], 'genres_rule': 'union', 'genres_sources': ['metabooks_4655'], 'genres_inputs': [{'record_id': 'metabooks_4655', 'dataset': 'metabooks_small', 'value': ""['Literature', 'Fiction', 'Genre Fiction']""}], 'num_rating_rule': 'first_non_null', 'num_rating_inputs': [{'record_id': 'metabooks_4655', 'dataset': 'metabooks_small', 'value': 3794}], 'price_rule': 'first_non_null', 'price_inputs': [{'record_id': 'metabooks_4655', 'dataset': 'metabooks_small', 'value': 7.400000095367432}], 'book-author_rule': 'prefer_higher_trust', 'book-author_sources': ['amazon_2412', 'metabooks_4655', 'amazon_6093'], 'book-author_inputs': [{'record_id': 'amazon_2412', 'dataset': 'amazon_small', 'value': 'greg iles'}, {'record_id': 'metabooks_4655', 'dataset': 'metabooks_small', 'value': 'greg iles'}, {'record_id': 'amazon_6093', 'dataset': 'amazon_small', 'value': 'greg iles'}], 'rating_rule': 'first_non_null', 'rating_inputs': [{'record_id': 'metabooks_4655', 'dataset': 'metabooks_small', 'value': 4.5}], 'id_rule': 'first_non_null', 'id_inputs': [{'record_id': 'amazon_2412', 'dataset': 'amazon_small', 'value': 'amazon_2412'}, {'record_id': 'metabooks_4655', 'dataset': 'metabooks_small', 'value': 'metabooks_4655'}, {'record_id': 'amazon_6093', 'dataset': 'amazon_small', 'value': 'amazon_6093'}], 'isbn_clean_rule': 'prefer_higher_trust', 'isbn_clean_sources': ['amazon_2412', 'metabooks_4655', 'amazon_6093'], 'isbn_clean_inputs': [{'record_id': 'amazon_2412', 'dataset': 'amazon_small', 'value': '0399147357'}, {'record_id': 'metabooks_4655', 'dataset': 'metabooks_small', 'value': '1501229494'}, {'record_id': 'amazon_6093', 'dataset': 'amazon_small', 'value': '0451206525'}], 'publisher_rule': 'prefer_higher_trust', 'publisher_sources': ['amazon_2412', 'metabooks_4655', 'amazon_6093'], 'publisher_inputs': [{'record_id': 'amazon_2412', 'dataset': 'amazon_small', 'value': ""G. P. Putnam's Sons""}, {'record_id': 'metabooks_4655', 'dataset': 'metabooks_small', 'value': 'Brilliance Audio'}, {'record_id': 'amazon_6093', 'dataset': 'amazon_small', 'value': 'Signet Book'}], 'title_rule': 'longest_string', 'title_sources': ['amazon_2412', 'metabooks_4655', 'amazon_6093'], 'title_inputs': [{'record_id': 'amazon_2412', 'dataset': 'amazon_small', 'value': 'dead sleep'}, {'record_id': 'metabooks_4655', 'dataset': 'metabooks_small', 'value': 'dead sleep'}, {'record_id': 'amazon_6093', 'dataset': 'amazon_small', 'value': 'dead sleep'}], '_id_rule': 'first_non_null', '_id_inputs': [{'record_id': 'amazon_2412', 'dataset': 'amazon_small', 'value': 'amazon_2412'}, {'record_id': 'metabooks_4655', 'dataset': 'metabooks_small', 'value': 'metabooks_4655'}, {'record_id': 'amazon_6093', 'dataset': 'amazon_small', 'value': 'amazon_6093'}], 'year-of-publication_rule': 'prefer_higher_trust', 'year-of-publication_sources': ['amazon_2412', 'amazon_6093'], 'year-of-publication_inputs': [{'record_id': 'amazon_2412', 'dataset': 'amazon_small', 'value': 2001}, {'record_id': 'amazon_6093', 'dataset': 'amazon_small', 'value': 2002}]}",,,
amazon_2047,"['amazon_2047', 'goodreads_455']","['amazon_small', 'goodreads_small']",293.0,English,"[""['Classics', 'Fiction', 'Historical Fiction', 'Romance', 'Literature', 'American', 'Historical', 'Novels', 'New York', 'Classic Literature']""]",,3.7699999809265137,edith wharton,3.95,amazon_2047,1593080743,Barnes &amp; Noble Books-Imports,the age of innocence,2004,0.6923076923076923,"{'page_count_rule': 'first_non_null', 'page_count_inputs': [{'record_id': 'goodreads_455', 'dataset': 'goodreads_small', 'value': 293}], 'language_rule': 'first_non_null', 'language_inputs': [{'record_id': 'goodreads_455', 'dataset': 'goodreads_small', 'value': 'English'}], 'genres_rule': 'union', 'genres_sources': ['goodreads_455'], 'genres_inputs': [{'record_id': 'goodreads_455', 'dataset': 'goodreads_small', 'value': ""['Classics', 'Fiction', 'Historical Fiction', 'Romance', 'Literature', 'American', 'Historical', 'Novels', 'New York', 'Classic Literature']""}], 'price_rule': 'first_non_null', 'price_inputs': [{'record_id': 'goodreads_455', 'dataset': 'goodreads_small', 'value': 3.7699999809265137}], 'book-author_rule': 'prefer_higher_trust', 'book-author_sources': ['amazon_2047', 'goodreads_455'], 'book-author_inputs': [{'record_id': 'amazon_2047', 'dataset': 'amazon_small', 'value': 'edith wharton'}, {'record_id': 'goodreads_455', 'dataset': 'goodreads_small', 'value': 'edith wharton maureen howard introduction'}], 'rating_rule': 'first_non_null', 'rating_inputs': [{'record_id': 'goodreads_455', 'dataset': 'goodreads_small', 'value': 3.95}], 'id_rule': 'first_non_null', 'id_inputs': [{'record_id': 'amazon_2047', 'dataset': 'amazon_small', 'value': 'amazon_2047'}, {'record_id': 'goodreads_455', 'dataset': 'goodreads_small', 'value': 'goodreads_455'}], 'isbn_clean_rule': 'prefer_higher_trust', 'isbn_clean_sources': ['amazon_2047', 'goodreads_455'], 'isbn_clean_inputs': [{'record_id': 'amazon_2047', 'dataset': 'amazon_small', 'value': '1593080743'}, {'record_id': 'goodreads_455', 'dataset': 'goodreads_small', 'value': '159308143X'}], 'numratings_rule': 'first_non_null', 'numratings_inputs': [{'record_id': 'goodreads_455', 'dataset': 'goodreads_small', 'value': 139451}], 'publisher_rule': 'prefer_higher_trust', 'publisher_sources': ['amazon_2047', 'goodreads_455'], 'publisher_inputs': [{'record_id': 'amazon_2047', 'dataset': 'amazon_small', 'value': 'Barnes &amp; Noble Books-Imports'}, {'record_id': 'goodreads_455', 'dataset': 'goodreads_small', 'value': 'Barnes Noble Classics'}], 'title_rule': 'longest_string', 'title_sources': ['amazon_2047', 'goodreads_455'], 'title_inputs': [{'record_id': 'amazon_2047', 'dataset': 'amazon_small', 'value': 'the age of innocence'}, {'record_id': 'goodreads_455', 'dataset': 'goodreads_small', 'value': 'the age of innocence'}], '_id_rule': 'first_non_null', '_id_inputs': [{'record_id': 'amazon_2047', 'dataset': 'amazon_small', 'value': 'amazon_2047'}, {'record_id': 'goodreads_455', 'dataset': 'goodreads_small', 'value': 'goodreads_455'}], 'bookformat_rule': 'first_non_null', 'bookformat_inputs': [{'record_id': 'goodreads_455', 'dataset': 'goodreads_small', 'value': 'Paperback'}], 'edition_rule': 'first_non_null', 'edition_inputs': [{'record_id': 'goodreads_455', 'dataset': 'goodreads_small', 'value': 'nan'}], 'year-of-publication_rule': 'prefer_higher_trust', 'year-of-publication_sources': ['amazon_2047', 'goodreads_455'], 'year-of-publication_inputs': [{'record_id': 'amazon_2047', 'dataset': 'amazon_small', 'value': 2004}, {'record_id': 'goodreads_455', 'dataset': 'goodreads_small', 'value': 2004}]}",139451.0,Paperback,nan
amazon_1814,"['amazon_1814', 'goodreads_715']","['amazon_small', 'goodreads_small']",280.0,English,"[""['Young Adult', 'Fiction', 'Realistic Fiction', 'Middle Grade', 'Childrens', 'School', 'Contemporary', 'Classics', 'Family', 'Juvenile']""]",,3.5299999713897705,sharon creech,3.97,amazon_1814,0064405176,HarperTrophy,walk two moons,1996,0.6923076923076923,"{'page_count_rule': 'first_non_null', 'page_count_inputs': [{'record_id': 'goodreads_715', 'dataset': 'goodreads_small', 'value': 280}], 'language_rule': 'first_non_null', 'language_inputs': [{'record_id': 'goodreads_715', 'dataset': 'goodreads_small', 'value': 'English'}], 'genres_rule': 'union', 'genres_sources': ['goodreads_715'], 'genres_inputs': [{'record_id': 'goodreads_715', 'dataset': 'goodreads_small', 'value': ""['Young Adult', 'Fiction', 'Realistic Fiction', 'Middle Grade', 'Childrens', 'School', 'Contemporary', 'Classics', 'Family', 'Juvenile']""}], 'price_rule': 'first_non_null', 'price_inputs': [{'record_id': 'goodreads_715', 'dataset': 'goodreads_small', 'value': 3.5299999713897705}], 'book-author_rule': 'prefer_higher_trust', 'book-author_sources': ['amazon_1814', 'goodreads_715'], 'book-author_inputs': [{'record_id': 'amazon_1814', 'dataset': 'amazon_small', 'value': 'sharon creech'}, {'record_id': 'goodreads_715', 'dataset': 'goodreads_small', 'value': 'sharon creech'}], 'rating_rule': 'first_non_null', 'rating_inputs': [{'record_id': 'goodreads_715', 'dataset': 'goodreads_small', 'value': 3.97}], 'id_rule': 'first_non_null', 'id_inputs': [{'record_id': 'amazon_1814', 'dataset': 'amazon_small', 'value': 'amazon_1814'}, {'record_id': 'goodreads_715', 'dataset': 'goodreads_small', 'value': 'goodreads_715'}], 'isbn_clean_rule': 'prefer_higher_trust', 'isbn_clean_sources': ['amazon_1814', 'goodreads_715'], 'isbn_clean_inputs': [{'record_id': 'amazon_1814', 'dataset': 'amazon_small', 'value': '0064405176'}, {'record_id': 'goodreads_715', 'dataset': 'goodreads_small', 'value': '0060739495'}], 'numratings_rule': 'first_non_null', 'numratings_inputs': [{'record_id': 'goodreads_715', 'dataset': 'goodreads_small', 'value': 151472}], 'publisher_rule': 'prefer_higher_trust', 'publisher_sources': ['amazon_1814', 'goodreads_715'], 'publisher_inputs': [{'record_id': 'amazon_1814', 'dataset': 'amazon_small', 'value': 'HarperTrophy'}, {'record_id': 'goodreads_715', 'dataset': 'goodreads_small', 'value': 'HarperTrophy'}], 'title_rule': 'longest_string', 'title_sources': ['amazon_1814', 'goodreads_715'], 'title_inputs': [{'record_id': 'amazon_1814', 'dataset': 'amazon_small', 'value': 'walk two moons'}, {'record_id': 'goodreads_715', 'dataset': 'goodreads_small', 'value': 'walk two moons'}], '_id_rule': 'first_non_null', '_id_inputs': [{'record_id': 'amazon_1814', 'dataset': 'amazon_small', 'value': 'amazon_1814'}, {'record_id': 'goodreads_715', 'dataset': 'goodreads_small', 'value': 'goodreads_715'}], 'bookformat_rule': 'first_non_null', 'bookformat_inputs': [{'record_id': 'goodreads_715', 'dataset': 'goodreads_small', 'value': 'Paperback'}], 'edition_rule': 'first_non_null', 'edition_inputs': [{'record_id': 'goodreads_715', 'dataset': 'goodreads_small', 'value': 'Summer Reading Edition'}], 'year-of-publication_rule': 'prefer_higher_trust', 'year-of-publication_sources': ['amazon_1814', 'goodreads_715'], 'year-of-publication_inputs': [{'record_id': 'amazon_1814', 'dataset': 'amazon_small', 'value': 1996}, {'record_id': 'goodreads_715', 'dataset': 'goodreads_small', 'value': 1996}]}",151472.0,Paperback,Summer Reading Edition
goodreads_1719,"['goodreads_1719', 'amazon_411', 'amazon_878']","['goodreads_small', 'amazon_small', 'amazon_small']",564.0,English,"[""['Horror', 'Fiction', 'Thriller', 'Crime', 'Mystery', 'Suspense', 'Novels', 'Mystery Thriller', 'Drama', 'Psychological Thriller']""]",,2.890000104904175,thomas harris,3.77,goodreads_1719,0440224675,Dell Publishing Company,hannibal,2000,0.5384615384615384,"{'page_count_rule': 'first_non_null', 'page_count_inputs': [{'record_id': 'goodreads_1719', 'dataset': 'goodreads_small', 'value': 564}], 'language_rule': 'first_non_null', 'language_inputs': [{'record_id': 'goodreads_1719', 'dataset': 'goodreads_small', 'value': 'English'}], 'genres_rule': 'union', 'genres_sources': ['goodreads_1719'], 'genres_inputs': [{'record_id': 'goodreads_1719', 'dataset': 'goodreads_small', 'value': ""['Horror', 'Fiction', 'Thriller', 'Crime', 'Mystery', 'Suspense', 'Novels', 'Mystery Thriller', 'Drama', 'Psychological Thriller']""}], 'price_rule': 'first_non_null', 'price_inputs': [{'record_id': 'goodreads_1719', 'dataset': 'goodreads_small', 'value': 2.890000104904175}], 'book-author_rule': 'prefer_higher_trust', 'book-author_sources': ['goodreads_1719', 'amazon_411', 'amazon_878'], 'book-author_inputs': [{'record_id': 'goodreads_1719', 'dataset': 'goodreads_small', 'value': 'thomas harris'}, {'record_id': 'amazon_411', 'dataset': 'amazon_small', 'value': 'thomas harris'}, {'record_id': 'amazon_878', 'dataset': 'amazon_small', 'value': 'thomas harris'}], 'rating_rule': 'first_non_null', 'rating_inputs': [{'record_id': 'goodreads_1719', 'dataset': 'goodreads_small', 'value': 3.77}], 'id_rule': 'first_non_null', 'id_inputs': [{'record_id': 'goodreads_1719', 'dataset': 'goodreads_small', 'value': 'goodreads_1719'}, {'record_id': 'amazon_411', 'dataset': 'amazon_small', 'value': 'amazon_411'}, {'record_id': 'amazon_878', 'dataset': 'amazon_small', 'value': 'amazon_878'}], 'isbn_clean_rule': 'prefer_higher_trust', 'isbn_clean_sources': ['goodreads_1719', 'amazon_411', 'amazon_878'], 'isbn_clean_inputs': [{'record_id': 'goodreads_1719', 'dataset': 'goodreads_small', 'value': '0099297701'}, {'record_id': 'amazon_411', 'dataset': 'amazon_small', 'value': '0440224675'}, {'record_id': 'amazon_878', 'dataset': 'amazon_small', 'value': '038529929X'}], 'numratings_rule': 'first_non_null', 'numratings_inputs': [{'record_id': 'goodreads_1719', 'dataset': 'goodreads_small', 'value': 91586}], 'publisher_rule': 'prefer_higher_trust', 'publisher_sources': ['goodreads_1719', 'amazon_411', 'amazon_878'], 'publisher_inputs': [{'record_id': 'goodreads_1719', 'dataset': 'goodreads_small', 'value': 'Arrow'}, {'record_id': 'amazon_411', 'dataset': 'amazon_small', 'value': 'Dell Publishing Company'}, {'record_id': 'amazon_878', 'dataset': 'amazon_small', 'value': 'Del Sol Press'}], 'title_rule': 'longest_string', 'title_sources': ['goodreads_1719', 'amazon_411', 'amazon_878'], 'title_inputs': [{'record_id': 'goodreads_1719', 'dataset': 'goodreads_small', 'value': 'hannibal'}, {'record_id': 'amazon_411', 'dataset': 'amazon_small', 'value': 'hannibal'}, {'record_id': 'amazon_878', 'dataset': 'amazon_small', 'value': 'hannibal'}], 'bookformat_rule': 'first_non_null', 'bookformat_inputs': [{'record_id': 'goodreads_1719', 'dataset': 'goodreads_small', 'value': 'Paperback'}], 'edition_rule': 'first_non_null', 'edition_inputs': [{'record_id': 'goodreads_1719', 'dataset': 'goodreads_small', 'value': 'nan'}], '_id_rule': 'first_non_null', '_id_inputs': [{'record_id': 'goodreads_1719', 'dataset': 'goodreads_small', 'value': 'goodreads_1719'}, {'record_id': 'amazon_411', 'dataset': 'amazon_small', 'value': 'amazon_411'}, {'record_id': 'amazon_878', 'dataset': 'amazon_small', 'value': 'amazon_878'}], 'year-of-publication_rule': 'prefer_higher_trust', 'year-of-publication_sources': ['goodreads_1719', 'amazon_411', 'amazon_878'], 'year-of-publication_inputs': [{'record_id': 'goodreads_1719', 'dataset': 'goodreads_small', 'value': 2000}, {'record_id': 'amazon_411', 'dataset': 'amazon_small', 'value': 2000}, {'record_id': 'amazon_878', 'dataset': 'amazon_small', 'value': 1999}]}",91586.0,Paperback,nan
goodreads_9016,"['goodreads_9016', 'amazon_1487']","['goodreads_small', 'amazon_small']",352.0,English,"[""['Mystery', 'Fiction', 'Suspense', 'Thriller', 'Mystery Thriller', 'Crime', 'Adult', 'Adult Fiction', 'Romance', 'Contemporary']""]",,4.949999809265137,mary higgins clark,3.96,goodreads_9016,0671793489,Pocket Star,all around the town,1993,0.6923076923076923,"{'page_count_rule': 'first_non_null', 'page_count_inputs': [{'record_id': 'goodreads_9016', 'dataset': 'goodreads_small', 'value': 352}], 'language_rule': 'first_non_null', 'language_inputs': [{'record_id': 'goodreads_9016', 'dataset': 'goodreads_small', 'value': 'English'}], 'genres_rule': 'union', 'genres_sources': ['goodreads_9016'], 'genres_inputs': [{'record_id': 'goodreads_9016', 'dataset': 'goodreads_small', 'value': ""['Mystery', 'Fiction', 'Suspense', 'Thriller', 'Mystery Thriller', 'Crime', 'Adult', 'Adult Fiction', 'Romance', 'Contemporary']""}], 'price_rule': 'first_non_null', 'price_inputs': [{'record_id': 'goodreads_9016', 'dataset': 'goodreads_small', 'value': 4.949999809265137}], 'book-author_rule': 'prefer_higher_trust', 'book-author_sources': ['goodreads_9016', 'amazon_1487'], 'book-author_inputs': [{'record_id': 'goodreads_9016', 'dataset': 'goodreads_small', 'value': 'mary higgins clark'}, {'record_id': 'amazon_1487', 'dataset': 'amazon_small', 'value': 'mary higgins clark'}], 'rating_rule': 'first_non_null', 'rating_inputs': [{'record_id': 'goodreads_9016', 'dataset': 'goodreads_small', 'value': 3.96}], 'id_rule': 'first_non_null', 'id_inputs': [{'record_id': 'goodreads_9016', 'dataset': 'goodreads_small', 'value': 'goodreads_9016'}, {'record_id': 'amazon_1487', 'dataset': 'amazon_small', 'value': 'amazon_1487'}], 'isbn_clean_rule': 'prefer_higher_trust', 'isbn_clean_sources': ['goodreads_9016', 'amazon_1487'], 'isbn_clean_inputs': [{'record_id': 'goodreads_9016', 'dataset': 'goodreads_small', 'value': '1416516727'}, {'record_id': 'amazon_1487', 'dataset': 'amazon_small', 'value': '0671793489'}], 'numratings_rule': 'first_non_null', 'numratings_inputs': [{'record_id': 'goodreads_9016', 'dataset': 'goodreads_small', 'value': 24686}], 'publisher_rule': 'prefer_higher_trust', 'publisher_sources': ['goodreads_9016', 'amazon_1487'], 'publisher_inputs': [{'record_id': 'goodreads_9016', 'dataset': 'goodreads_small', 'value': 'Pocket Books'}, {'record_id': 'amazon_1487', 'dataset': 'amazon_small', 'value': 'Pocket Star'}], 'title_rule': 'longest_string', 'title_sources': ['goodreads_9016', 'amazon_1487'], 'title_inputs': [{'record_id': 'goodreads_9016', 'dataset': 'goodreads_small', 'value': 'all around the town'}, {'record_id': 'amazon_1487', 'dataset': 'amazon_small', 'value': 'all around the town'}], 'bookformat_rule': 'first_non_null', 'bookformat_inputs': [{'record_id': 'goodreads_9016', 'dataset': 'goodreads_small', 'value': 'Paperback'}], 'edition_rule': 'first_non_null', 'edition_inputs': [{'record_id': 'goodreads_9016', 'dataset': 'goodreads_small', 'value': 'nan'}], '_id_rule': 'first_non_null', '_id_inputs': [{'record_id': 'goodreads_9016', 'dataset': 'goodreads_small', 'value': 'goodreads_9016'}, {'record_id': 'amazon_1487', 'dataset': 'amazon_small', 'value': 'amazon_1487'}], 'year-of-publication_rule': 'prefer_higher_trust', 'year-of-publication_sources': ['goodreads_9016', 'amazon_1487'], 'year-of-publication_inputs': [{'record_id': 'goodreads_9016', 'dataset': 'goodreads_small', 'value': 2005}, {'record_id': 'amazon_1487', 'dataset': 'amazon_small', 'value': 1993}]}",24686.0,Paperback,nan
goodreads_929,"['goodreads_929', 'amazon_1813']","['goodreads_small', 'amazon_small']",958.0,English,"[""['Historical Fiction', 'Fiction', 'India', 'Romance', 'Historical', 'Classics', 'Adventure', 'Historical Romance', 'Asia', '19th Century']""]",,5.389999866485596,m m kaye,4.21,goodreads_929,031215125X,St. Martin's Press,the far pavilions,1997,0.6923076923076923,"{'page_count_rule': 'first_non_null', 'page_count_inputs': [{'record_id': 'goodreads_929', 'dataset': 'goodreads_small', 'value': 958}], 'language_rule': 'first_non_null', 'language_inputs': [{'record_id': 'goodreads_929', 'dataset': 'goodreads_small', 'value': 'English'}], 'genres_rule': 'union', 'genres_sources': ['goodreads_929'], 'genres_inputs': [{'record_id': 'goodreads_929', 'dataset': 'goodreads_small', 'value': ""['Historical Fiction', 'Fiction', 'India', 'Romance', 'Historical', 'Classics', 'Adventure', 'Historical Romance', 'Asia', '19th Century']""}], 'price_rule': 'first_non_null', 'price_inputs': [{'record_id': 'goodreads_929', 'dataset': 'goodreads_small', 'value': 5.389999866485596}], 'book-author_rule': 'prefer_higher_trust', 'book-author_sources': ['goodreads_929', 'amazon_1813'], 'book-author_inputs': [{'record_id': 'goodreads_929', 'dataset': 'goodreads_small', 'value': 'mm kaye'}, {'record_id': 'amazon_1813', 'dataset': 'amazon_small', 'value': 'm m kaye'}], 'rating_rule': 'first_non_null', 'rating_inputs': [{'record_id': 'goodreads_929', 'dataset': 'goodreads_small', 'value': 4.21}], 'id_rule': 'first_non_null', 'id_inputs': [{'record_id': 'goodreads_929', 'dataset': 'goodreads_small', 'value': 'goodreads_929'}, {'record_id': 'amazon_1813', 'dataset': 'amazon_small', 'value': 'amazon_1813'}], 'isbn_clean_rule': 'prefer_higher_trust', 'isbn_clean_sources': ['goodreads_929', 'amazon_1813'], 'isbn_clean_inputs': [{'record_id': 'goodreads_929', 'dataset': 'goodreads_small', 'value': '031215125X'}, {'record_id': 'amazon_1813', 'dataset': 'amazon_small', 'value': '031215125X'}], 'numratings_rule': 'first_non_null', 'numratings_inputs': [{'record_id': 'goodreads_929', 'dataset': 'goodreads_small', 'value': 39753}], 'publisher_rule': 'prefer_higher_trust', 'publisher_sources': ['goodreads_929', 'amazon_1813'], 'publisher_inputs': [{'record_id': 'goodreads_929', 'dataset': 'goodreads_small', 'value': ""St. Martin's Griffin""}, {'record_id': 'amazon_1813', 'dataset': 'amazon_small', 'value': ""St. Martin's Press""}], 'title_rule': 'longest_string', 'title_sources': ['goodreads_929', 'amazon_1813'], 'title_inputs': [{'record_id': 'goodreads_929', 'dataset': 'goodreads_small', 'value': 'the far pavilions'}, {'record_id': 'amazon_1813', 'dataset': 'amazon_small', 'value': 'the far pavilions'}], 'bookformat_rule': 'first_non_null', 'bookformat_inputs': [{'record_id': 'goodreads_929', 'dataset': 'goodreads_small', 'value': 'Paperback'}], 'edition_rule': 'first_non_null', 'edition_inputs': [{'record_id': 'goodreads_929', 'dataset': 'goodreads_small', 'value': 'nan'}], '_id_rule': 'first_non_null', '_id_inputs': [{'record_id': 'goodreads_929', 'dataset': 'goodreads_small', 'value': 'goodreads_929'}, {'record_id': 'amazon_1813', 'dataset': 'amazon_small', 'value': 'amazon_1813'}], 'year-of-publication_rule': 'prefer_higher_trust', 'year-of-publication_sources': ['goodreads_929', 'amazon_1813'], 'year-of-publication_inputs': [{'record_id': 'goodreads_929', 'dataset': 'goodreads_small', 'value': 1997}, {'record_id': 'amazon_1813', 'dataset': 'amazon_small', 'value': 1997}]}",39753.0,Paperback,nan
goodreads_2138,"['goodreads_2138', 'amazon_9467']","['goodreads_small', 'amazon_small']",345.0,English,"[""['Fiction', 'Science Fiction', 'Dystopia', 'Fantasy', 'Post Apocalyptic', 'Speculative Fiction', 'Science Fiction Fantasy', 'Classics', 'Novels', 'African American']""]",,7.96999979019165,octavia e butler,4.16,goodreads_2138,0446601977,Warner Books,parable of the sower,1995,0.6923076923076923,"{'page_count_rule': 'first_non_null', 'page_count_inputs': [{'record_id': 'goodreads_2138', 'dataset': 'goodreads_small', 'value': 345}], 'language_rule': 'first_non_null', 'language_inputs': [{'record_id': 'goodreads_2138', 'dataset': 'goodreads_small', 'value': 'English'}], 'genres_rule': 'union', 'genres_sources': ['goodreads_2138'], 'genres_inputs': [{'record_id': 'goodreads_2138', 'dataset': 'goodreads_small', 'value': ""['Fiction', 'Science Fiction', 'Dystopia', 'Fantasy', 'Post Apocalyptic', 'Speculative Fiction', 'Science Fiction Fantasy', 'Classics', 'Novels', 'African American']""}], 'price_rule': 'first_non_null', 'price_inputs': [{'record_id': 'goodreads_2138', 'dataset': 'goodreads_small', 'value': 7.96999979019165}], 'book-author_rule': 'prefer_higher_trust', 'book-author_sources': ['goodreads_2138', 'amazon_9467'], 'book-author_inputs': [{'record_id': 'goodreads_2138', 'dataset': 'goodreads_small', 'value': 'octavia e butler'}, {'record_id': 'amazon_9467', 'dataset': 'amazon_small', 'value': 'octavia e butler'}], 'rating_rule': 'first_non_null', 'rating_inputs': [{'record_id': 'goodreads_2138', 'dataset': 'goodreads_small', 'value': 4.16}], 'id_rule': 'first_non_null', 'id_inputs': [{'record_id': 'goodreads_2138', 'dataset': 'goodreads_small', 'value': 'goodreads_2138'}, {'record_id': 'amazon_9467', 'dataset': 'amazon_small', 'value': 'amazon_9467'}], 'isbn_clean_rule': 'prefer_higher_trust', 'isbn_clean_sources': ['goodreads_2138', 'amazon_9467'], 'isbn_clean_inputs': [{'record_id': 'goodreads_2138', 'dataset': 'goodreads_small', 'value': '0446675504'}, {'record_id': 'amazon_9467', 'dataset': 'amazon_small', 'value': '0446601977'}], 'numratings_rule': 'first_non_null', 'numratings_inputs': [{'record_id': 'goodreads_2138', 'dataset': 'goodreads_small', 'value': 65859}], 'publisher_rule': 'prefer_higher_trust', 'publisher_sources': ['goodreads_2138', 'amazon_9467'], 'publisher_inputs': [{'record_id': 'goodreads_2138', 'dataset': 'goodreads_small', 'value': 'Grand Central Publishing'}, {'record_id': 'amazon_9467', 'dataset': 'amazon_small', 'value': 'Warner Books'}], 'title_rule': 'longest_string', 'title_sources': ['goodreads_2138', 'amazon_9467'], 'title_inputs': [{'record_id': 'goodreads_2138', 'dataset': 'goodreads_small', 'value': 'parable of the sower'}, {'record_id': 'amazon_9467', 'dataset': 'amazon_small', 'value': 'parable of the sower'}], 'bookformat_rule': 'first_non_null', 'bookformat_inputs': [{'record_id': 'goodreads_2138', 'dataset': 'goodreads_small', 'value': 'Paperback'}], 'edition_rule': 'first_non_null', 'edition_inputs': [{'record_id': 'goodreads_2138', 'dataset': 'goodreads_small', 'value': 'nan'}], '_id_rule': 'first_non_null', '_id_inputs': [{'record_id': 'goodreads_2138', 'dataset': 'goodreads_small', 'value': 'goodreads_2138'}, {'record_id': 'amazon_9467', 'dataset': 'amazon_small', 'value': 'amazon_9467'}], 'year-of-publication_rule': 'prefer_higher_trust', 'year-of-publication_sources': ['goodreads_2138', 'amazon_9467'], 'year-of-publication_inputs': [{'record_id': 'goodreads_2138', 'dataset': 'goodreads_small', 'value': 2000}, {'record_id': 'amazon_9467', 'dataset': 'amazon_small', 'value': 1995}]}",65859.0,Paperback,nan
