id,source,name,name_norm,map_url,phone_raw,phone_e164,address_line1,address_line2,street,house_number,city,state,postal_code,country,latitude,longitude,categories,rating,rating_count
yelp-00000,yelp,The Quimby,the quimby,https://www.yelp.com/biz/the-quimby-queens?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,13475666233.0,13475666233.0,135-25 142nd St,,142nd St,135-25,Queens,NY,11436,US,40.66735,-73.79692,['breakfast'],4.2,21.0
yelp-00001,yelp,Don Peppe,don peppe,https://www.yelp.com/biz/don-peppe-south-ozone-park-2?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17188457587.0,17188457587.0,135-58 Lefferts Blvd,,Lefferts Blvd,135-58,South Ozone Park,NY,11420,US,40.6689814908178,-73.8216334221041,"['italian', 'seafood']",4.1,790.0
yelp-00002,yelp,Bruno Ristorante,bruno ristorante,https://www.yelp.com/biz/bruno-ristorante-howard-beach?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17183227866.0,17183227866.0,158-22A Crossbay Blvd,,Crossbay Blvd,158-22A,Howard Beach,NY,11414,US,40.6601543540561,-73.84040060400214,['italian'],4.4,378.0
yelp-00003,yelp,Nanking,nanking,https://www.yelp.com/biz/nanking-south-ozone-park-6?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17183233555.0,17183233555.0,134-07 Rockaway Blvd,,Rockaway Blvd,134-07,South Ozone Park,NY,11420,US,40.67484,-73.80398,"['chinese', 'thai']",3.8,411.0
yelp-00004,yelp,La Sala by Tu Casa,la sala by tu casa,https://www.yelp.com/biz/la-sala-by-tu-casa-kew-gardens-2?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17184873990.0,17184873990.0,11635 Metropolitan Ave,,Metropolitan Ave,11635,Kew Gardens,NY,11418,US,40.707369,-73.835057,['spanish'],4.4,125.0
yelp-00005,yelp,Beijing Dumpling House,beijing dumpling house,https://www.yelp.com/biz/beijing-dumpling-house-jamaica?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17182972935.0,17182972935.0,88-38 Sutphin Blvd,,Sutphin Blvd,88-38,Jamaica,NY,11435,US,40.70398827151357,-73.8090467468766,['chinese'],4.4,426.0
yelp-00006,yelp,The Local Press,the local press,https://www.yelp.com/biz/the-local-press-ozone-park?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17183238800.0,17183238800.0,92-15 Rockaway Blvd,,Rockaway Blvd,92-15,Ozone Park,NY,11417,US,40.68148235856385,-73.84694375767234,"['burgers', 'sandwiches']",4.4,279.0
yelp-00007,yelp,Bloom Botanical Bistro,bloom botanical bistro,https://www.yelp.com/biz/bloom-botanical-bistro-queens?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17188802872.0,17188802872.0,103-19 Metropolitan Ave,,Metropolitan Ave,103-19,Queens,NY,11375,US,40.71038,-73.84909,['vegetarian'],4.3,177.0
yelp-00008,yelp,Soul City,soul city,https://www.yelp.com/biz/soul-city-jamaica?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,19173006051.0,19173006051.0,114-64 Merrick Blvd,,Merrick Blvd,114-64,Jamaica,NY,11434,US,40.689935,-73.7782722,[],4.4,116.0
yelp-00009,yelp,The Garden Grill & Bar,the garden grill bar,https://www.yelp.com/biz/the-garden-grill-and-bar-jamaica?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,,,148-18-148-98 134th St,,134th St,148-18-148-98,Jamaica,NY,11430,US,40.6657617238536,-73.8061385875692,[],3.7,9.0
yelp-00010,yelp,Lucky Boy Restaurant,lucky boy restaurant,https://www.yelp.com/biz/lucky-boy-restaurant-lawrence?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,15162399352.0,15162399352.0,636 Rockaway Tpke,,Rockaway Tpke,636,Lawrence,NY,11559,US,40.63221108691864,-73.73855847977735,"['greek', 'mediterranean']",4.5,208.0
yelp-00011,yelp,A-Churrasqueira Restaurant & Bar,a churrasqueira restaurant bar,https://www.yelp.com/biz/a-churrasqueira-restaurant-and-bar-jamaica?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17185235293.0,17185235293.0,9529 Sutphin Blvd,,Sutphin Blvd,9529,Jamaica,NY,11435,US,40.697755,-73.805755,[],4.1,123.0
yelp-00012,yelp,Green Leaf Bistro NYC,green leaf bistro nyc,https://www.yelp.com/biz/green-leaf-bistro-nyc-new-york?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17185702781.0,17185702781.0,127-17 Liberty Ave,,Liberty Ave,127-17,New York,NY,11419,US,40.6891,-73.81737,[],4.6,11.0
yelp-00013,yelp,Peppas Jerk,peppas jerk,https://www.yelp.com/biz/peppas-jerk-queens?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,19177804161.0,19177804161.0,147-10 Rockaway Blvd,,Rockaway Blvd,147-10,Queens,NY,11436,US,40.673175,-73.790438,[],3.9,31.0
yelp-00014,yelp,Nosh!,nosh,https://www.yelp.com/biz/nosh-queens-2?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,,,145-11 N Conduit Ave,,N Conduit Ave,145-11,Queens,NY,11436,US,40.667226,-73.794222,['sandwiches'],3.5,2.0
yelp-00015,yelp,Chew The Fat,chew the fat,https://www.yelp.com/biz/chew-the-fat-new-york?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,13479609588.0,13479609588.0,146-14 Rockaway Blvd,,Rockaway Blvd,146-14,New York,NY,11436,US,40.673179,-73.791195,[],4.0,13.0
yelp-00016,yelp,Dragon King Chinese Food Restaurant,dragon king chinese food restaurant,https://www.yelp.com/biz/dragon-king-chinese-food-restaurant-queens?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17188802880.0,17188802880.0,131-23 Rockaway Blvd,,Rockaway Blvd,131-23,Queens,NY,11420,US,40.6749869052348,-73.80650179657906,['chinese'],3.5,4.0
yelp-00017,yelp,O Lavrador,o lavrador,https://www.yelp.com/biz/o-lavrador-jamaica-2?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17185261526.0,17185261526.0,13840 101st Ave,,101st Ave,13840,Jamaica,NY,11435,US,40.694454,-73.809419,[],4.1,331.0
yelp-00018,yelp,Devine Bickles,devine bickles,https://www.yelp.com/biz/devine-bickles-jamaica?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17189490099.0,17189490099.0,157-21 Rockaway Blvd,,Rockaway Blvd,157-21,Jamaica,NY,11434,US,40.66592,-73.77874,[],4.6,22.0
yelp-00019,yelp,Vetro Restaurant & Lounge,vetro restaurant lounge,https://www.yelp.com/biz/vetro-restaurant-and-lounge-howard-beach-2?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17188438387.0,17188438387.0,164-49 Crossbay Blvd,,Crossbay Blvd,164-49,Howard Beach,NY,11414,US,40.64936822098861,-73.83715061308001,['italian'],4.3,465.0
yelp-00020,yelp,El Campeon De Los Pollos,el campeon de los pollos,https://www.yelp.com/biz/el-campeon-de-los-pollos-south-ozone-park-2?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17187385361.0,17187385361.0,111-06A Lefferts Blvd,,Lefferts Blvd,111-06A,South Ozone Park,NY,11420,US,40.68023378018268,-73.82139020326173,['latin'],4.0,146.0
yelp-00021,yelp,Dar Al-Yemen,dar al yemen,https://www.yelp.com/biz/dar-al-yemen-queens?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,13478094276.0,13478094276.0,131-05 Rockaway Blvd,,Rockaway Blvd,131-05,Queens,NY,11420,US,40.675088,-73.807199,[],4.5,16.0
yelp-00022,yelp,RW Prime,rw prime,https://www.yelp.com/biz/rw-prime-jamaica-3?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17182153342.0,17182153342.0,110-00 Rockaway Blvd,,Rockaway Blvd,110-00,Jamaica,NY,11420,US,40.67317,-73.83253,[],4.0,39.0
yelp-00023,yelp,New Park Pizza,new park pizza,https://www.yelp.com/biz/new-park-pizza-howard-beach?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17186413082.0,17186413082.0,15671 Crossbay Blvd,,Crossbay Blvd,15671,Howard Beach,NY,11414,US,40.6627403949909,-73.8403776268684,['pizza'],4.2,1139.0
yelp-00024,yelp,Jacob's Pickles,jacob s pickles,https://www.yelp.com/biz/jacobs-pickles-queens-2?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,,,,,,,Queens,NY,11430,US,40.6446124,-73.7797278,['breakfast'],4.8,5.0
yelp-00025,yelp,32 North,32 north,https://www.yelp.com/biz/32-north-valley-stream?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,15165930127.0,15165930127.0,32 N Central Ave,,N Central Ave,32,Valley Stream,NY,11580,US,40.668723,-73.708369,['breakfast'],4.3,180.0
yelp-00026,yelp,Sup Thai Kitchen,sup thai kitchen,https://www.yelp.com/biz/sup-thai-kitchen-fresh-meadows?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17184874449.0,17184874449.0,178-19 Union Tpke,,Union Tpke,178-19,Fresh Meadows,NY,11366,US,40.7267436,-73.78928373890558,"['seafood', 'thai']",4.5,778.0
yelp-00027,yelp,Trinciti Roti Shop,trinciti roti shop,https://www.yelp.com/biz/trinciti-roti-shop-south-ozone-park?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17186413636.0,17186413636.0,111-05 Lefferts Blvd,,Lefferts Blvd,111-05,South Ozone Park,NY,11420,US,40.68038010222091,-73.8211036705523,[],4.2,938.0
yelp-00028,yelp,Sugar Factory - Queens,sugar factory queens,https://www.yelp.com/biz/sugar-factory-queens-jamaica?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,13322395498.0,13322395498.0,110-00 Rockaway Blvd,,Rockaway Blvd,110-00,Jamaica,NY,11420,US,40.67339076219333,-73.83442386646217,[],3.4,346.0
yelp-00029,yelp,The Food Hut & Bar,the food hut bar,https://www.yelp.com/biz/the-food-hut-and-bar-south-ozone-park?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17185297743.0,17185297743.0,13532 Rockaway Blvd,,Rockaway Blvd,13532,South Ozone Park,NY,11420,US,40.674176,-73.802404,[],4.8,4.0
yelp-00030,yelp,Nana's,nana s,https://www.yelp.com/biz/nanas-howard-beach?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,19179942454.0,19179942454.0,164-26 Cross Bay Blvd,,Cross Bay Blvd,164-26,Howard Beach,NY,11414,US,40.64992798180154,-73.83794166276321,['breakfast'],4.5,68.0
yelp-00031,yelp,KPOT Korean BBQ & Hot Pot,kpot korean bbq hot pot,https://www.yelp.com/biz/kpot-korean-bbq-and-hot-pot-coming-soon-howard-beach?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17188081049.0,17188081049.0,161-49 Crossbay Blvd,,Crossbay Blvd,161-49,Howard Beach,NY,11414,US,40.65484,-73.8383253,['bbq'],3.8,58.0
yelp-00032,yelp,Kin'd,kin d,https://www.yelp.com/biz/kind-fresh-meadows?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17184680888.0,17184680888.0,192-03 Union Tpke,,Union Tpke,192-03,Fresh Meadows,NY,11366,US,40.73025559436381,-73.7784138,['thai'],4.4,1382.0
yelp-00033,yelp,Izakaya Fuku,izakaya fuku,https://www.yelp.com/biz/izakaya-fuku-jackson-heights?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17182551120.0,17182551120.0,71-28 Roosevelt Ave,,Roosevelt Ave,71-28,Jackson Heights,NY,11372,US,40.74640809234451,-73.8938844,['japanese'],4.4,377.0
yelp-00034,yelp,Supreme Empanadas,supreme empanadas,https://www.yelp.com/biz/supreme-empanadas-jamaica?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17183743318.0,17183743318.0,137-32 Rockaway Blvd,,Rockaway Blvd,137-32,Park,NY,11436,US,40.67410744478886,-73.80092847301314,['seafood'],4.2,59.0
yelp-00035,yelp,Rockaway Grill & Restaurant,rockaway grill restaurant,https://www.yelp.com/biz/rockaway-grill-and-restaurant-jamaica?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17188801155.0,17188801155.0,141-16 Rockaway Blvd,,Rockaway Blvd,141-16,Jamaica,NY,11436,US,40.6739,-73.79925,['breakfast'],4.4,17.0
yelp-00036,yelp,Mr.Chicken & Mrs.Tea,mr chicken mrs tea,https://www.yelp.com/biz/mr-chicken-and-mrs-tea-ozone-park?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,13475350010.0,13475350010.0,150-29 Crossbay Blvd,,Crossbay Blvd,150-29,Ozone Park,NY,11417,US,40.6698487,-73.8423077,[],4.5,124.0
yelp-00037,yelp,Kuku Korean Cuisine - Forest Hills,kuku korean cuisine forest hills,https://www.yelp.com/biz/kuku-korean-cuisine-forest-hills-forest-hills?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17182688886.0,17182688886.0,107-12 70th Rd,,70th Rd,107-12,Forest Hills,NY,11375,US,40.7209,-73.84551,[],4.5,185.0
yelp-00038,yelp,Paratha Wala,paratha wala,https://www.yelp.com/biz/paratha-wala-forest-hills-2?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,13475615319.0,13475615319.0,103-09 Metropolitan Ave,,Metropolitan Ave,103-09,Forest Hills,NY,11375,US,40.71044,-73.84942,[],4.6,619.0
yelp-00039,yelp,Mikado,mikado,https://www.yelp.com/biz/mikado-jamaica-2?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17185590088.0,17185590088.0,116-09 Metropolitan Ave,,Metropolitan Ave,116-09,Jamaica,NY,11418,US,40.70764508746407,-73.83565399999999,['japanese'],4.4,78.0
yelp-00040,yelp,Lenny's Clam Bar,lenny s clam bar,https://www.yelp.com/biz/lennys-clam-bar-howard-beach?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17188455100.0,17188455100.0,16103 Crossbay Blvd,,Crossbay Blvd,16103,Howard Beach,NY,11414,US,40.6557040405579,-73.8386900905761,"['bbq', 'italian', 'seafood']",3.6,723.0
yelp-00041,yelp,Trini Kitchen Seafood & Grill,trini kitchen seafood grill,https://www.yelp.com/biz/trini-kitchen-seafood-and-grill-jamaica?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17184808860.0,17184808860.0,141-12 Rockaway Blvd,,Rockaway Blvd,141-12,Jamaica ,NY,11436,US,40.6739648,-73.7993668,['seafood'],4.5,8.0
yelp-00042,yelp,The Harrison,the harrison,https://www.yelp.com/biz/the-harrison-floral-park-2?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,15167752682.0,15167752682.0,86 S Tyson Ave,,S Tyson Ave,86,Floral Park,NY,11001,US,40.7256192080905,-73.70411509087977,['breakfast'],4.3,641.0
yelp-00043,yelp,Umi Sushi,umi sushi,https://www.yelp.com/biz/umi-sushi-fresh-meadows?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17189698298.0,17189698298.0,177-13 Union Tpke,,Union Tpke,177-13,Fresh Meadows,NY,11366,US,40.7261983305216,-73.790670633316,['japanese'],4.4,873.0
yelp-00044,yelp,Mojo Restaurant,mojo restaurant,https://www.yelp.com/biz/mojo-restaurant-forest-hills?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17182616162.0,17182616162.0,70-20 Austin St,,Austin St,70-20,Forest Hills,NY,11375,US,40.720588,-73.8464128,['latin'],3.8,817.0
yelp-00045,yelp,Doublé,double,https://www.yelp.com/biz/doubl%C3%A9-brooklyn?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,19142499525.0,19142499525.0,1332 Halsey St,,Halsey St,1332,Brooklyn,NY,11237,US,40.69468,-73.90625,[],4.5,24.0
yelp-00046,yelp,Sofia's Pizza,sofia s pizza,https://www.yelp.com/biz/sofias-pizza-south-ozone-park?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17188456250.0,17188456250.0,112-15 Linden Blvd,,Linden Blvd,112-15,South Ozone Park,NY,11420,US,40.67751,-73.82586,"['italian', 'pizza', 'seafood']",3.8,329.0
yelp-00047,yelp,La Lechonera,la lechonera,https://www.yelp.com/biz/la-lechonera-east-new-york?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17182726038.0,17182726038.0,747 New Lots Ave,,New Lots Ave,747,East New York,NY,11207,US,40.6660919,-73.8836746,[],4.6,7.0
yelp-00048,yelp,Divino Pizzeria Restaurant,divino pizzeria restaurant,https://www.yelp.com/biz/divino-pizzeria-restaurant-howard-beach-2?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17187382005.0,17187382005.0,164-02 Cross Bay Blvd,,Cross Bay Blvd,164-02,Howard Beach,NY,11414,US,40.65051,-73.83815,"['italian', 'pizza']",4.1,239.0
yelp-00049,yelp,Kandela NYC,kandela nyc,https://www.yelp.com/biz/kandela-nyc-jamaica-3?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17186590262.0,17186590262.0,150-03 Cross Bay Blvd,,Cross Bay Blvd,150-03,Jamaica,NY,11417,US,40.66998,-73.84235,['mexican'],3.6,334.0
yelp-00050,yelp,Bobby Van's Grill,bobby van s grill,https://www.yelp.com/biz/bobby-vans-grill-jamaica?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17185532100.0,17185532100.0,S Cargo Rd,,S Cargo Rd,,Jamaica,NY,11430,US,40.65461,-73.78898,['breakfast'],3.1,642.0
yelp-00051,yelp,Matteo's Howard Beach,matteo s howard beach,https://www.yelp.com/biz/matteos-howard-beach-howard-beach-4?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17183222606.0,17183222606.0,155-10 Crossbay Blvd,,Crossbay Blvd,155-10,Howard Beach,NY,11414,US,40.664805644102046,-73.841706,['italian'],3.6,246.0
yelp-00052,yelp,Soho Bistro,soho bistro,https://www.yelp.com/biz/soho-bistro-jamaica?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17186561012.0,17186561012.0,,Ter 8,,,Jamaica,NY,11430,US,40.650515234,-73.7922292523,[],2.1,254.0
yelp-00053,yelp,Red Chilli,red chilli,https://www.yelp.com/biz/red-chilli-jackson-heights?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17185416978.0,17185416978.0,76-05 37th Ave,,37th Ave,76-05,Jackson Heights,NY,11372,US,40.74942,-73.889698,[],4.6,65.0
yelp-00054,yelp,G's Homestyle Cooking,g s homestyle cooking,https://www.yelp.com/biz/gs-homestyle-cooking-jamaica?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17182629320.0,17182629320.0,9508 Sutphin Blvd,,Sutphin Blvd,9508,Jamaica,NY,11435,US,40.6980839,-73.80651823816738,[],4.1,85.0
yelp-00055,yelp,The Door,the door,https://www.yelp.com/biz/the-door-jamaica?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17185251083.0,17185251083.0,16307 Baisley Blvd,,Baisley Blvd,16307,Jamaica,NY,11434,US,40.6787144264659,-73.7794552917625,['seafood'],3.6,1243.0
yelp-00056,yelp,Gnocchi Bella,gnocchi bella,https://www.yelp.com/biz/gnocchi-bella-forest-hills?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,,,72-38 Austin St,,Austin St,72-38,Forest Hills,NY,11375,US,40.718705,-73.841475,['italian'],4.3,42.0
yelp-00057,yelp,Jollof Cafe & Grill,jollof cafe grill,https://www.yelp.com/biz/jollof-cafe-and-grill-jamaica?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,13475619693.0,13475619693.0,149-10 Linden Blvd,,Linden Blvd,149-10,Jamaica,NY,11436,US,40.68597768646587,-73.79428589999999,['sandwiches'],4.6,14.0
yelp-00058,yelp,Rockstar BBQ,rockstar bbq,https://www.yelp.com/biz/rockstar-bbq-valley-stream?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,,,99 4th St,,4th St,99,Valley Stream,NY,11580,US,40.659914897461526,-73.69971086677627,['bbq'],4.7,26.0
yelp-00059,yelp,Brooklyn Deli,brooklyn deli,https://www.yelp.com/biz/brooklyn-deli-queens-2?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,,,8 Concourse C Perimeter Rd,,Concourse C Perimeter Rd,8,Queens,NY,11430,US,40.6499290065748,-73.7928125751545,['burgers'],3.2,31.0
yelp-00060,yelp,Good Hope Restaurant,good hope restaurant,https://www.yelp.com/biz/good-hope-restaurant-south-richmond-hill?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17188480255.0,17188480255.0,12115 Liberty Ave,,Liberty Ave,12115,South Richmond Hill,NY,11419,US,40.687324,-73.821975,[],4.0,23.0
yelp-00061,yelp,Compass Cafe,compass cafe,https://www.yelp.com/biz/compass-cafe-jamaica-3?adjust_creative=-gPx4vWNpo1SUGT24BO78g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-gPx4vWNpo1SUGT24BO78g,17187131807.0,17187131807.0,142-82 Rockaway Blvd,,Rockaway Blvd,142-82,Jamaica,NY,11436,US,40.6738758087158,-73.7962583452463,['breakfast'],4.7,95.0
